surrogate_key,video_id,video_title,duration_seconds,published_date,effective_from,effective_to,is_current,source_system
12be0166-9d83-45fd-be6e-1b5e4d42ecdc,sHRq-LshG3U,Why You Probably Won't Become a Data Scientist,214,2021-04-09,2025-11-11 05:42:31.833588 UTC,,true,bronze
b1a09e62-51af-4140-872d-934b42e10f37,jf3j0lWmFPU,The 5 Pillars of Success I Live By,241,2020-09-11,2025-11-11 05:42:31.833588 UTC,,true,bronze
cb44e8e6-3365-4a54-924b-248200580a56,nUOh_lDMHOU,Data Science Project from Scratch -  Part 6 (Putting the Model into Production),317,2020-04-15,2025-11-11 05:42:31.833588 UTC,,true,bronze
67dcca73-f06e-4db5-a01c-ab31e7d65493,j-Z-je6K4Yg,IT'S NOT TOO LATE TO LEARN CODE!,112,2018-12-18,2025-11-11 05:42:31.833588 UTC,,true,bronze
a9ea4fb0-a89d-4ca7-b895-b8f32cef492f,iGUiLWFDWfk,Don't Buy My Course..,142,2020-08-21,2025-11-11 05:42:31.833588 UTC,,true,bronze
04a04515-dc88-47e2-9567-683986ff59fe,DopikusDfk0,Collision Course: Sports Betting + Data Science,149,2019-12-20,2025-11-11 05:42:31.833588 UTC,,true,bronze
c41ea408-624a-4232-8180-691981448c0d,1aXk2RViq3c,How to Make A Data Science Portfolio Website with Github Pages,197,2020-05-15,2025-11-11 05:42:31.833588 UTC,,true,bronze
2eb1d0a4-7565-47a4-8090-a39620fa8588,-ONQ628CXKQ,Data Scientist Reacts: REAL Data Science Job Application Data,205,2021-04-16,2025-11-11 05:42:31.833588 UTC,,true,bronze
846e9054-3dfb-45bb-90c9-2977d416a6d0,3TrAYmrmA8o,The 9 Books That Changed My Perspective in 2019,232,2020-01-03,2025-11-11 05:42:31.833588 UTC,,true,bronze
327b1667-8b91-4164-90f3-123561f94e48,KQ80oD_boBM,Kaggle Project From Scratch - Part 2 (Exploratory Data Analysis),374,2021-01-08,2025-11-11 05:42:31.833588 UTC,,true,bronze
490ca7e8-2ced-4092-9701-3fb3840cbac6,QWgg4w1SpJ8,Data Science Project from Scratch - Part 4 (Exploratory Data Analysis),541,2020-04-10,2025-11-11 05:42:31.833588 UTC,,true,bronze
ad53233e-8532-408b-95f4-da6bbe992b06,Yr5T3T4tq-g,Most Data Science Hopefuls Overlook This Important Skill,126,2019-05-25,2025-11-11 05:42:31.833588 UTC,,true,bronze
772a3916-a2b3-41f0-85ae-028a91f6ee16,BBDiadC8BvE,5 Essential Data Science Projects for Your Portfolio,147,2020-09-26,2025-11-11 05:42:31.833588 UTC,,true,bronze
0a067651-f64d-4de7-9c57-007d561926f1,hcHSSyHbgMQ,My Regrets as a Data Science Student,175,2021-03-12,2025-11-11 05:42:31.833588 UTC,,true,bronze
c284aaac-4472-4be1-ad15-3311e82ff6cc,mR2NCRgtLPE,Reviewing Your Data Science Projects - Episode 6 (Only 3 months of coding experience),176,2020-06-01,2025-11-11 05:42:31.833588 UTC,,true,bronze
785d7dea-cd04-402e-a687-377e09c878a9,omdhf8d53FM,Land a Data Science Job in a Different Country (Vijay Pravin Maharajan) - KNN EP. 13,191,2020-09-16,2025-11-11 05:42:31.833588 UTC,,true,bronze
3972ceb4-c953-468a-9023-0dc9ac879cfe,f6NPw582FFc,Data Science Explained with ... Cooking?,216,2020-02-07,2025-11-11 05:42:31.833588 UTC,,true,bronze
f8129996-c89e-4183-be5a-613ab3c6f6df,B1g_yMKpdwo,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),222,2020-06-29,2025-11-11 05:42:31.833588 UTC,,true,bronze
9b1b2226-e1c3-4ffe-8d8f-0fc0e3146f52,hOUrxTeBJQc,The 7 Biggest Data Science  Beginner Mistakes,229,2021-04-23,2025-11-11 05:42:31.833588 UTC,,true,bronze
15942999-73e9-4bea-9a63-5b52a4274331,7JCterBrcvk,Discouraged with Data Science? - Watch THIS video.,218,2021-05-28,2025-11-11 05:42:31.833588 UTC,,true,bronze
60f576f6-e423-4b8f-a78f-c8c5a34baae5,OtqQYqRNDGI,🌶 Hot Topics in Tech: Data Science Explained #SHORTS,35,2021-01-29,2025-11-11 05:42:31.833588 UTC,,true,bronze
3c94e96e-d683-430a-8ba9-7ae625e71df3,Y_SMU701qlA,Predicting Season Long NBA Wins Using Multiple Linear Regression,145,2018-07-10,2025-11-11 05:42:31.833588 UTC,,true,bronze
7e3a2cd1-e498-4544-8175-f4f314c3b008,q8cEt8gj3zY,"Data Science, Machine Learning, and AI: What's the Difference?",147,2019-03-16,2025-11-11 05:42:31.833588 UTC,,true,bronze
cd7d2d86-66f4-42d3-be1b-dcffb6ddd3a6,T7BQJJIGrmc,Data Science: Pros and Cons,199,2019-06-30,2025-11-11 05:42:31.833588 UTC,,true,bronze
cd2bbf76-93cd-46c3-afcb-25929f352692,n3vw0M5RrPU,How I Learned Data Science,208,2020-01-27,2025-11-11 05:42:31.833588 UTC,,true,bronze
85bd68f4-4ae6-4007-8e40-2cddd43473fb,74Z3F7i4qcI,5 Sports Analytics Books to Get You Started,157,2019-12-13,2025-11-11 05:42:31.833588 UTC,,true,bronze
c46a817b-e5e4-4b4a-93d9-ad26d6db9597,o-wsyxWbPOw,We Need to Talk About The LinkedIn Machine Learning Assessment.,166,2022-01-03,2025-11-11 05:42:31.833588 UTC,,true,bronze
6cd06f21-3a58-4f34-a967-d973caff9200,d6FeV8WXPWY,5 Unusual Data Science Projects that Will Land You a Job,158,2020-10-09,2025-11-11 05:42:31.833588 UTC,,true,bronze
4e5cfc9c-64db-4eea-b58f-e0531b781f87,6fwyyRgZlD0,Reviewing Your Data Science Projects - Episode 9 (Professional Violinist),168,2020-06-22,2025-11-11 05:42:31.833588 UTC,,true,bronze
122a96af-bf4e-474f-9bd4-a62dc6d122f4,9ZwVqXUHf6o,When Data Science Goes Wrong,169,2020-03-30,2025-11-11 05:42:31.833588 UTC,,true,bronze
7b52e120-a4a3-44ed-8301-22062d2a71f4,tJI-1mHeXoA,How to Build a Website  - Building my ULTIMATE Portfolio Website,180,2021-02-19,2025-11-11 05:42:31.833588 UTC,,true,bronze
bfc1c239-7fab-48ba-8974-7b34688e4e4d,ammCGdzSoag,Building a Burrito Dashboard - Data Science Project from Scratch with atoti,225,2021-10-29,2025-11-11 05:42:31.833588 UTC,,true,bronze
6cacfa4e-8b89-4cc9-8187-92d33cfdc006,FqNpDNmpcEo,How Zillow Lost $500 MILLION With Machine Learning,306,2021-12-03,2025-11-11 05:42:31.833588 UTC,,true,bronze
373d1468-d31d-4a57-9cc4-967127a2b667,jam0xApfC-U,Reviewing Your Data Science Projects - Episode 3 (Student Portfolio),197,2020-05-11,2025-11-11 05:42:31.833588 UTC,,true,bronze
1e6a1f4a-a54b-4fac-bd7d-46602a38f471,4qZINLzwYyk,The State of Data Science with Krish Naik & The Data Professor [Panel Discussion],216,2020-06-05,2025-11-11 05:42:31.833588 UTC,,true,bronze
c2142fbb-39ea-49e2-9250-f717122111f5,rdo8YBasqqA,Reviewing Your Data Science Projects - Episode 13 (BONUS LinkedIn Review),222,2020-07-27,2025-11-11 05:42:31.833588 UTC,,true,bronze
7ff72385-3118-49a1-9671-43286b619d26,lUUqrRgerd8,What It's Like to be a Socially Distanced Data Scientist (A Day in the Life),239,2020-04-24,2025-11-11 05:42:31.833588 UTC,,true,bronze
4629ec2e-3a69-4396-90d7-158379123472,WKXtTo7lqmA,Data Science Fundamentals: SQL Queries,251,2020-01-10,2025-11-11 05:42:31.833588 UTC,,true,bronze
2d0fcb12-519a-436d-b834-7b40e8a9b082,rLawTH--l2Y,Reviewing Your Data Science Projects - Episode 19 (One Big Improvement),263,2020-09-07,2025-11-11 05:42:31.833588 UTC,,true,bronze
85211e20-d8b2-46df-9a40-6afa50a9199a,qV_AlRwhI3I,What is the #66DaysOfData?,140,2020-12-26,2025-11-11 05:42:31.833588 UTC,,true,bronze
23b1d36e-0875-461e-bbc7-3d7ae803e366,SLC5sPZSLY4,How YOU Can Land a Sports Analytics Job,183,2019-12-02,2025-11-11 05:42:31.833588 UTC,,true,bronze
7dab1484-c64b-45ef-8213-ba8707e9c3c9,FBgs-BSTIJE,Demystifying Data Science Roles,208,2018-11-30,2025-11-11 05:42:31.833588 UTC,,true,bronze
ee1b3f00-ac73-4c17-9d9e-9f5bacded95f,apf6A3Nstm8,Reviewing Your Data Science Projects - Episode 20 (Bootcamp Capstone),296,2020-09-14,2025-11-11 05:42:31.833588 UTC,,true,bronze
b149b96b-41fa-48fb-b53f-3f77de6df62a,S_CuB__nsmI,Sports Analytics & Streaming Data Science on Twitch (Nick Wan) - KNN EP. 08,330,2020-08-12,2025-11-11 05:42:31.833588 UTC,,true,bronze
47f43e45-18bc-431e-bcd5-2eea505b3c3a,tv1e22u2COk,My Top 5 Data Science Resources for 2019,115,2019-01-05,2025-11-11 05:42:31.833588 UTC,,true,bronze
7d7b41cd-cb53-47b8-8f51-56bb6274dea6,6sJEnzDjJqI,Where to Look for Data Science Jobs,151,2019-03-29,2025-11-11 05:42:31.833588 UTC,,true,bronze
51f5f13e-0c1c-4367-81dd-b44890a16859,s1gD35Z4eUc,Why are APIs Important for Data Science?,170,2021-07-09,2025-11-11 05:42:31.833588 UTC,,true,bronze
7a6d3ea3-793c-439b-a1c9-bfb88b6c7795,4OZip0cgOho,How I Would Learn Data Science (If I Had to Start Over),189,2020-05-08,2025-11-11 05:42:31.833588 UTC,2025-11-11 05:47:14.286448 UTC,false,bronze
3fcf8812-6945-4d28-9537-eb7b1048baf3,BXmEmIK5aqI,The 5 Stages of Data Science Adoption,154,2019-12-06,2025-11-11 05:42:31.833588 UTC,,true,bronze
75ff8127-d019-41b9-9cf0-3b459130ae31,fjVVtvp5X0w,Why Selling Is An Important Data Science Skill,224,2019-11-04,2025-11-11 05:42:31.833588 UTC,,true,bronze
1283104c-2cef-49c2-84d9-2cc7b2343b1f,oHUD2T_VXfI,Reviewing Your Data Science Projects - Episode 18 (Job-Worthy GitHub),230,2020-08-31,2025-11-11 05:42:31.833588 UTC,,true,bronze
2f35331b-74ab-4529-8918-cb0b7ef39c63,SaWxVk7rDp4,What is a lambda function (python)? #shorts,37,2021-05-13,2025-11-11 05:42:31.833588 UTC,,true,bronze
56bed99e-40e6-4e37-947b-d4eeedbf78a5,RRSRKf9eQxc,Should You Get A Masters in Data Science?,152,2018-11-14,2025-11-11 05:42:31.833588 UTC,,true,bronze
c2c30433-7d94-455e-8cfb-bc6305f20fce,QBIe4nbmZfA,Reviewing Your Data Science Projects - Episode 2 (Resume and Portfolio),211,2020-05-04,2025-11-11 05:42:31.833588 UTC,,true,bronze
c476c686-1c28-4045-bde3-e09ea258838f,oMdVg6GPODA,Why Right NOW is a Great Time to Learn Data Science,108,2020-03-23,2025-11-11 05:42:31.833588 UTC,,true,bronze
c97752c6-e96a-4d7e-b8bc-382be85cd48c,pWVQ0vN5uig,How To Get Data Science Experience (Without a Job),199,2019-08-08,2025-11-11 05:42:31.833588 UTC,,true,bronze
7c5a9bdf-d02c-4b67-a878-8564e69432a9,yIJrCFXs0rU,Data Science Fundamentals: Data Manipulation in Python (Pandas),399,2019-07-13,2025-11-11 05:42:31.833588 UTC,,true,bronze
e02fe5ad-1dee-4c2a-8ade-8c49ae6c5faa,Ip50cXvpWY4,The Best Free Data Science Courses Nobody is Talking About,126,2020-03-09,2025-11-11 05:42:31.833588 UTC,,true,bronze
1dc55ecb-7f8b-46e6-ba45-a18bfbaffae0,qP0hRF-lGqg,The Problem with Data Science,141,2020-02-28,2025-11-11 05:42:31.833588 UTC,,true,bronze
d61399af-d088-4d30-9b79-18647e19b00e,IFceyuL6GZY,How I Became A Data Scientist From a Business Background,237,2018-11-12,2025-11-11 05:42:31.833588 UTC,,true,bronze
b2fdf6e4-921b-4782-b3bd-25937f3c4603,NCyPY-jfb3I,How to Scrape NBA Data Using the nba_api Python Module,249,2019-12-23,2025-11-11 05:42:31.833588 UTC,,true,bronze
4ec35ef8-2a75-454c-8323-db4ede756ba8,g7on3Rw0Ovg,Fast Cars to Faster Data (Alex Castrounis) - KNN EP. 12,373,2020-09-09,2025-11-11 05:42:31.833588 UTC,,true,bronze
a9c85b1f-000e-4247-85c1-cc9782d397b2,fhi4dOhmW-g,Data Science Project from Scratch - Part 3 (Data Cleaning),446,2020-04-08,2025-11-11 05:42:31.833588 UTC,,true,bronze
350f4a98-39a8-4012-a27c-517554002b99,k8YxyrcAXJs,Is Data Visualization Important for Data Science? (A Data Scientist's Perspective),134,2021-08-20,2025-11-11 05:42:31.833588 UTC,,true,bronze
75b4856a-4f4b-40d6-8b01-0b06faf8d1b0,QQLToUlgN7A,The Best Computer for Data Science Beginners,160,2020-07-10,2025-11-11 05:42:31.833588 UTC,,true,bronze
083cca17-171d-41ed-a1c1-dd2deac875ce,XWetgrNas-k,What Does a Data Scientist Actually Do?,188,2019-07-19,2025-11-11 05:42:31.833588 UTC,,true,bronze
5ffd6f1e-4643-466a-a472-ee8035d8c02a,imMPnCHvbkY,The Data Science Projects that Got Me a Job,120,2020-03-06,2025-11-11 05:42:31.833588 UTC,,true,bronze
0878dcf2-64c9-44a4-868d-85e4804684fb,15c7WD-lKUY,ML Ops: What is it REALLY?,161,2021-10-22,2025-11-11 05:42:31.833588 UTC,,true,bronze
6dcdcdc2-18b0-4db8-ad09-15efff538e14,5jntoZX-Tc8,NASA Physicist Turned Data Scientist (Tim Bowling) - KNN EP. 02,189,2019-05-05,2025-11-11 05:42:31.833588 UTC,,true,bronze
68d0a0db-7b28-479e-82df-2f66625d0335,_K6cNdgN3CI,Reviewing Your Data Science Projects - Episode 4 (Resume & Github),91,2020-05-18,2025-11-11 05:42:31.833588 UTC,,true,bronze
4f5d6a34-ed8e-4323-bccb-a089f4b4f186,SVtRsDhHlDk,Why I Quit Data Science,136,2021-02-12,2025-11-11 05:42:31.833588 UTC,,true,bronze
1bb57391-f829-4b9d-985e-41d8dc00ff1a,yUrrf3Pm33s,Find a Data Science Project With These 3 Techniques,144,2020-11-06,2025-11-11 05:42:31.833588 UTC,,true,bronze
fd7e6103-8f9c-4e5e-bf11-9390997272b6,2OnXytYziF0,What is Sports Analytics Really?,183,2020-01-20,2025-11-11 05:42:31.833588 UTC,,true,bronze
703293e5-b456-4b9c-aad7-b9262f935c15,8nTmuKI2oyA,How I Use Data to Optimize My Life | What I Collect & How I Analyze It,195,2021-05-14,2025-11-11 05:42:31.833588 UTC,,true,bronze
dd30338d-de75-4c61-8e25-896aa2a4a194,QN3wXPZSjpE,Do You Have a Data Science Mentor? (@Danny Ma) - KNN EP. 06,380,2020-07-30,2025-11-11 05:42:31.833588 UTC,,true,bronze
2c5beeab-184c-46a2-8f89-1f68614ad687,GmW4F6MHqqs,Data Science Project from Scratch - Part 2 (Data Collection),407,2020-04-06,2025-11-11 05:42:31.833588 UTC,,true,bronze
407278b2-5dcd-4bb2-95de-245da6c4d2f7,N97MhZEp2UQ,Advice from a Data Analytics CEO (@How to Get an Analytics Job) - KNN EP. 17,516,2020-10-14,2025-11-11 05:42:31.833588 UTC,,true,bronze
1a579cde-eb78-4ebf-9d95-837448b03754,nrEJGGxcoTc,Is Your Phone REALLY Listening to You?,151,2021-07-03,2025-11-11 05:42:31.833588 UTC,,true,bronze
12ca8060-bfa7-4e56-9862-41ba72a22ddf,aaAZXeuPIXk,How Much Did Cheating Help the Astros Win? (What the Numbers Say),171,2020-02-24,2025-11-11 05:42:31.833588 UTC,,true,bronze
9435e04d-373c-4b8b-ab8a-609e88f8b5ac,foggudmDDvY,Data Science in Golf: PGA Merchandise Show 2020,211,2020-01-31,2025-11-11 05:42:31.833588 UTC,,true,bronze
bec694f2-7a0b-4afa-9edf-7c72c01e7e55,cnqTU6eJwH0,The TRUTH About My First Data Science Project,245,2021-10-08,2025-11-11 05:42:31.833588 UTC,,true,bronze
80e4862e-3080-4f88-9ead-c82357834576,Z9dGmL2G-4k,Data Science Fundamentals: Data Exploration in Python (Pandas),273,2019-07-05,2025-11-11 05:42:31.833588 UTC,,true,bronze
5323f970-eff3-4574-8b25-00f2ebdae750,Ft4GVkQQtgk,Data Science Resume Round-Up With @Tina Huang  - Episode 1,274,2020-09-28,2025-11-11 05:42:31.833588 UTC,,true,bronze
a03c894b-3c4c-402c-bbd0-68d1b1a6a75e,78LjdAAw0wA,100K Channel Update + AMA Stream!,314,2020-11-12,2025-11-11 05:42:31.833588 UTC,,true,bronze
acebd632-d541-48f2-8ad3-6306f689bf69,5SjK6YCs4o4,The Data Science Interview: What to Expect,340,2019-12-30,2025-11-11 05:42:31.833588 UTC,,true,bronze
ff2c6903-90ef-4cf0-ade8-21da81be6124,7VcdvSyoxnc,His Startup Will Land You a Data Science Job (Jeremie Harris) - KNN EP. 15,391,2020-09-23,2025-11-11 05:42:31.833588 UTC,,true,bronze
58beecc8-4a92-4795-be52-617870947ed2,2RWwN5ZT4tA,Should  @Luke Barousse Take This Data Analyst Job? (Funny) #Shorts,38,2022-01-14,2025-11-11 05:42:31.833588 UTC,,true,bronze
51937fa2-d23f-4f6f-9d80-2bb1be8390be,LGEuDWjWQes,Applying Data Science To My YouTube Data: My Surprising Findings,114,2019-11-11,2025-11-11 05:42:31.833588 UTC,,true,bronze
e95e2155-d48e-4f05-a168-a8117dd5ca0c,8igH8qZafpo,3 Proven Data Science Projects for Beginners (Kaggle),160,2020-02-17,2025-11-11 05:42:31.833588 UTC,,true,bronze
30b1d52e-7c98-422a-8cfa-0d1296d3c912,AxP1CL0yaFQ,Should You Learn R for Data Science?,132,2019-04-25,2025-11-11 05:42:31.833588 UTC,,true,bronze
6389d819-83db-4615-a4f9-2960eedb6061,1UjMBw_7Gi8,Data Science: Startup vs. Large Corporation,133,2019-03-21,2025-11-11 05:42:31.833588 UTC,,true,bronze
00edc24e-64b3-40c1-85f9-bf7d844a401c,RAMxzqSMDKE,Reviewing Your Projects - Episode 16 (Project Review for Beginners),251,2020-08-17,2025-11-11 05:42:31.833588 UTC,,true,bronze
68b2804f-32db-47e8-aa8b-ee5d7db28c1e,WnB1jsDu900,Reviewing Your Data Science Projects - Episode 8 (College Student Help),203,2020-06-15,2025-11-11 05:42:31.833588 UTC,,true,bronze
61ae93f9-1396-4ed1-b241-0ef2e89cc802,DW55gaQ_Egk,Reviewing Your Data Science Projects - Episode 1 (Exploratory Analysis),217,2020-04-27,2025-11-11 05:42:31.833588 UTC,,true,bronze
cf07f2fa-879d-444b-a817-b6ebda1f8a27,mEZ1Hj5yQ-8,How to Build a Data Science Portfolio Website with Hugo & Github Pages [feat. Data Professor],295,2020-05-29,2025-11-11 05:42:31.833588 UTC,,true,bronze
ca08e80d-e2b2-4135-8ffd-1f3e688b2a7e,-3d1NctSv0c,"Ken Jee Q & A Live Stream (50,000 Sub Special!)",355,2020-06-20,2025-11-11 05:42:31.833588 UTC,,true,bronze
74b7d5b9-d657-4783-b1ad-4ee83385ae30,MpF9HENQjDo,Data Science Project from Scratch - Part 1 (Project Planning),136,2020-04-03,2025-11-11 05:42:31.833588 UTC,,true,bronze
5291e8d6-4f37-4299-9391-cfe7fa9b049f,-kX2b6TF_9k,By The Numbers: Where Should The NBA Put a 4 Point Line?,153,2019-10-21,2025-11-11 05:42:31.833588 UTC,,true,bronze
a85ea5da-aaff-4473-aedf-bf4ced650a78,1Ir1NgCuI0Y,Data Science Resume Round-Up With @Tina Huang  | Episode 3,264,2020-10-12,2025-11-11 05:42:31.833588 UTC,,true,bronze
833defb2-69d3-42cc-8edd-2d339d264b06,sICJ6a2wX5g,#66DaysOfData - 3 Reasons to Start!,30,2021-06-18,2025-11-11 05:42:31.833588 UTC,,true,bronze
cd01158f-375d-42e2-8ae6-11c55bbc83f9,domVw8isGOI,How I Chose My Masters Degree for Breaking into Data Science,204,2020-10-30,2025-11-11 05:42:31.833588 UTC,,true,bronze
2fd2c002-658b-4d38-ac0d-28517278952d,Z_KFh-HqaBA,I Wish I Had Known THIS Before Starting in Data Science,238,2019-05-14,2025-11-11 05:42:31.833588 UTC,,true,bronze
2841e3c1-9c04-443b-82d4-babb2a31742f,akbU9KOo_Qc,How to Stay Productive & Motivated When Learning Data Science,243,2019-09-29,2025-11-11 05:42:31.833588 UTC,,true,bronze
be3ec322-c5f8-4c95-985f-4de990bb59b7,5p73cIRYCZg,ProjectDemoCSC478_UFCFightData,64,2017-06-06,2025-11-11 05:42:31.833588 UTC,,true,bronze
82c3456d-ea82-4690-bb22-10b5056c201b,KU__lDJj5iU,How Data Science Projects Pay Off,166,2021-05-22,2025-11-11 05:42:31.833588 UTC,,true,bronze
11e79a4d-9ed0-4e3a-bb37-b5fe7b31f9e8,3BEtGaz70rQ,How Far Should the NBA 3-Point Line Actually Be?,200,2019-09-21,2025-11-11 05:42:31.833588 UTC,,true,bronze
04639fde-e8d7-4705-8557-e880af9bd893,143WWA5Sy9k,I Eat a Papaya Live on Stream (Plus Q&A for 150K Subs!),261,2021-07-16,2025-11-11 05:42:31.833588 UTC,,true,bronze
1159ded6-2c55-4ea7-aa81-f171ec86f30b,UKuK2fXu_dU,Why Data-Viz is so Darn Important (@Story by Data | Kate Strachnyi) - KNN EP. 16,365,2020-09-30,2025-11-11 05:42:31.833588 UTC,,true,bronze
f54bc8c3-dd1d-42fd-807e-777951b4554f,AqPquogHwq0,Where to Start Learning Data Science,131,2020-07-03,2025-11-11 05:42:31.833588 UTC,,true,bronze
3b47867a-5659-4484-ae29-a8452b2dae23,k4r_NtB4JVQ,Golf: Would You Rather Be the LONGEST or STRAIGHTEST Driver on the PGA Tour?,159,2019-11-25,2025-11-11 05:42:31.833588 UTC,,true,bronze
a70031e1-b16f-4a2b-9616-cb8de67ad3f7,2qVWurPFwfc,Is Data Science Dying?,192,2021-11-19,2025-11-11 05:42:31.833588 UTC,,true,bronze
84b0f56c-9ce8-4254-b150-719696263453,tG_UW_p0UqE,Is Spotify Shuffle Really Random? #Shorts,41,2021-07-21,2025-11-11 05:42:31.833588 UTC,,true,bronze
1cc8e852-8faf-4521-a2c6-2048104dcbf8,XTrlMQXYqts,Why You DON'T Want to be a WFH Data Scientist,122,2019-03-03,2025-11-11 05:42:31.833588 UTC,,true,bronze
e200829f-45dc-4d61-9d17-525a2bff123e,3Mm1U1CbzNw,Is Data Science Right For You?,126,2019-08-18,2025-11-11 05:42:31.833588 UTC,,true,bronze
8243998e-d4d5-4c7f-8fe9-dea52d6c8e9d,1Cf7SdnBncg,My Top 5 Data Science Internship Tips,213,2019-06-15,2025-11-11 05:42:31.833588 UTC,,true,bronze
